boll_period,boll_std,extreme_period,ma_period,total_return,win_rate
10,1.5,45,50,-0.17288547162959791,0.0
10,1.5,45,60,-0.16250725554832438,0.0
10,1.5,45,70,-0.16250725554832438,0.0
10,1.5,45,80,-0.07239123154713185,0.0
10,1.5,45,90,-0.08168880309879896,0.0
10,1.5,45,100,-0.010542194589658053,0.0
10,1.5,50,10,-0.336368726312268,0.0
10,1.5,50,20,-0.336368726312268,0.0
10,1.5,50,30,-0.336368726312268,0.0
10,1.5,50,40,-0.336368726312268,0.0
10,1.5,50,50,-0.336368726312268,0.0
10,1.5,50,60,-0.35607242299533826,0.0
10,1.5,50,70,-0.35607242299533826,0.0
10,1.5,50,80,-0.240483349424336,0.0
10,1.5,50,90,-0.15180619900753797,0.0
10,1.5,50,100,-0.08609196999375053,0.0
10,2.0,10,10,-0.4941949362149275,0.0
10,2.0,10,20,-0.598971277024709,0.0
10,2.0,10,30,-0.42469351200776145,0.0
10,2.0,10,40,-0.39043125025449105,0.0
10,2.0,10,50,-0.23102762378402816,0.0
10,2.0,10,60,-0.1405928232230309,0.0
10,2.0,10,70,0.06196815303948315,0.0
10,2.0,10,80,0.25608009488665145,0.0
10,2.0,10,90,0.009356329665692222,0.0
10,2.0,10,100,0.11118274420474651,0.0
10,2.0,15,10,-0.46141638716644096,0.0
10,2.0,15,20,-0.46141638716644096,0.0
10,2.0,15,30,-0.4331438718772935,0.0
10,2.0,15,40,-0.3993848696001495,0.0
10,2.0,15,50,-0.2668910832883008,0.0
10,2.0,15,60,-0.15636170831918886,0.0
10,2.0,15,70,-0.015087728650423984,0.0
10,2.0,15,80,0.16493954711446712,0.0
10,2.0,15,90,-0.10607604410555456,0.0
10,2.0,15,100,-0.015894738828113743,0.0
10,2.0,20,10,-0.3175285468560326,0.0
10,2.0,20,20,-0.3175285468560326,0.0
10,2.0,20,30,-0.3175285468560326,0.0
10,2.0,20,40,-0.3321554614529249,0.0
10,2.0,20,50,-0.2886563641446172,0.0
10,2.0,20,60,-0.15636170831918886,0.0
10,2.0,20,70,-0.015087728650423984,0.0
10,2.0,20,80,0.16493954711446712,0.0
10,2.0,20,90,-0.10607604410555456,0.0
10,2.0,20,100,-0.015894738828113743,0.0
10,2.0,25,10,-0.33499964600443793,0.0
10,2.0,25,20,-0.33499964600443793,0.0
10,2.0,25,30,-0.33499964600443793,0.0
10,2.0,25,40,-0.34925211523225214,0.0
10,2.0,25,50,-0.2886563641446172,0.0
10,2.0,25,60,-0.15636170831918886,0.0
10,2.0,25,70,-0.07001572101172411,0.0
10,2.0,25,80,0.09997153685950252,0.0
10,2.0,25,90,-0.09985077657474078,0.0
10,2.0,25,100,-0.009041450593828994,0.0
10,2.0,30,10,-0.3228946466321112,0.0
10,2.0,30,20,-0.3228946466321112,0.0
10,2.0,30,30,-0.3228946466321112,0.0
10,2.0,30,40,-0.3228946466321112,0.0
10,2.0,30,50,-0.2697406303446063,0.0
10,2.0,30,60,-0.11434064646407799,0.0
10,2.0,30,70,-0.07001572101172411,0.0
10,2.0,30,80,0.07639664643069798,0.0
10,2.0,30,90,-0.11914302060171916,0.0
10,2.0,30,100,-0.0302799448992692,0.0
10,2.0,35,10,-0.2892792851091553,0.0
10,2.0,35,20,-0.2892792851091553,0.0
10,2.0,35,30,-0.2892792851091553,0.0
10,2.0,35,40,-0.2892792851091553,0.0
10,2.0,35,50,-0.23348640108118185,0.0
10,2.0,35,60,-0.23348640108118185,0.0
10,2.0,35,70,-0.1349270241282012,0.0
10,2.0,35,80,0.0012660118934839071,0.0
10,2.0,35,90,-0.17860894253889614,0.0
10,2.0,35,100,-0.0957449391562562,0.0
10,2.0,40,10,-0.09733519346042462,0.0
10,2.0,40,20,-0.09733519346042462,0.0
10,2.0,40,30,-0.09733519346042462,0.0
10,2.0,40,40,-0.09733519346042462,0.0
10,2.0,40,50,-0.02746956230225078,0.0
10,2.0,40,60,-0.02746956230225078,0.0
10,2.0,40,70,-0.02746956230225078,0.0
10,2.0,40,80,0.06218690251248081,0.0
10,2.0,40,90,-0.1286323387466828,0.0
10,2.0,40,100,-0.040726569413374214,0.0
10,2.0,45,10,-0.18727160025267878,0.0
10,2.0,45,20,-0.18727160025267878,0.0
10,2.0,45,30,-0.18727160025267878,0.0
10,2.0,45,40,-0.18727160025267878,0.0
10,2.0,45,50,-0.1243669847219199,0.0
10,2.0,45,60,-0.1243669847219199,0.0
10,2.0,45,70,-0.1243669847219199,0.0
10,2.0,45,80,-0.04364338206456499,0.0
10,2.0,45,90,-0.16884266970055845,0.0
10,2.0,45,100,-0.18394165404036322,0.0
10,2.0,50,10,-0.18781830348131395,0.0
10,2.0,50,20,-0.18781830348131395,0.0
10,2.0,50,30,-0.18781830348131395,0.0
10,2.0,50,40,-0.18781830348131395,0.0
10,2.0,50,50,-0.18781830348131395,0.0
10,2.0,50,60,-0.18781830348131395,0.0
10,2.0,50,70,-0.18781830348131395,0.0
10,2.0,50,80,-0.11294420507316996,0.0
10,2.0,50,90,-0.15755836101601853,0.0
10,2.0,50,100,-0.1728623385549472,0.0
10,2.5,10,10,-0.15431292761923857,0.0
10,2.5,10,20,-0.15431292761923857,0.0
10,2.5,10,30,-0.15431292761923857,0.0
10,2.5,10,40,-0.15431292761923857,0.0
10,2.5,10,50,-0.15431292761923857,0.0
10,2.5,10,60,-0.15431292761923857,0.0
10,2.5,10,70,-0.15431292761923857,0.0
10,2.5,10,80,-0.15431292761923857,0.0
10,2.5,10,90,-0.15431292761923857,0.0
10,2.5,10,100,-0.14354853412703755,0.0
10,2.5,15,10,-0.15431292761923857,0.0
10,2.5,15,20,-0.15431292761923857,0.0
10,2.5,15,30,-0.15431292761923857,0.0
10,2.5,15,40,-0.15431292761923857,0.0
10,2.5,15,50,-0.15431292761923857,0.0
10,2.5,15,60,-0.15431292761923857,0.0
10,2.5,15,70,-0.15431292761923857,0.0
10,2.5,15,80,-0.15431292761923857,0.0
10,2.5,15,90,-0.15431292761923857,0.0
10,2.5,15,100,-0.14354853412703755,0.0
10,2.5,20,10,-0.15431292761923857,0.0
10,2.5,20,20,-0.15431292761923857,0.0
10,2.5,20,30,-0.15431292761923857,0.0
10,2.5,20,40,-0.15431292761923857,0.0
10,2.5,20,50,-0.15431292761923857,0.0
10,2.5,20,60,-0.15431292761923857,0.0
10,2.5,20,70,-0.15431292761923857,0.0
10,2.5,20,80,-0.15431292761923857,0.0
10,2.5,20,90,-0.15431292761923857,0.0
10,2.5,20,100,-0.14354853412703755,0.0
10,2.5,25,10,-0.15431292761923857,0.0
10,2.5,25,20,-0.15431292761923857,0.0
10,2.5,25,30,-0.15431292761923857,0.0
10,2.5,25,40,-0.15431292761923857,0.0
10,2.5,25,50,-0.15431292761923857,0.0
10,2.5,25,60,-0.15431292761923857,0.0
10,2.5,25,70,-0.15431292761923857,0.0
10,2.5,25,80,-0.15431292761923857,0.0
10,2.5,25,90,-0.15431292761923857,0.0
10,2.5,25,100,-0.14354853412703755,0.0
10,2.5,30,10,-0.15431292761923857,0.0
10,2.5,30,20,-0.15431292761923857,0.0
10,2.5,30,30,-0.15431292761923857,0.0
10,2.5,30,40,-0.15431292761923857,0.0
10,2.5,30,50,-0.15431292761923857,0.0
10,2.5,30,60,-0.15431292761923857,0.0
10,2.5,30,70,-0.15431292761923857,0.0
10,2.5,30,80,-0.15431292761923857,0.0
10,2.5,30,90,-0.15431292761923857,0.0
10,2.5,30,100,-0.14354853412703755,0.0
10,2.5,35,10,-0.15431292761923857,0.0
10,2.5,35,20,-0.15431292761923857,0.0
10,2.5,35,30,-0.15431292761923857,0.0
10,2.5,35,40,-0.15431292761923857,0.0
10,2.5,35,50,-0.15431292761923857,0.0
10,2.5,35,60,-0.15431292761923857,0.0
10,2.5,35,70,-0.15431292761923857,0.0
10,2.5,35,80,-0.15431292761923857,0.0
10,2.5,35,90,-0.15431292761923857,0.0
10,2.5,35,100,-0.14354853412703755,0.0
10,2.5,40,10,-0.14726556062123441,0.0
10,2.5,40,20,-0.14726556062123441,0.0
10,2.5,40,30,-0.14726556062123441,0.0
10,2.5,40,40,-0.14726556062123441,0.0
10,2.5,40,50,-0.14726556062123441,0.0
10,2.5,40,60,-0.14726556062123441,0.0
10,2.5,40,70,-0.14726556062123441,0.0
10,2.5,40,80,-0.14726556062123441,0.0
10,2.5,40,90,-0.14726556062123441,0.0
10,2.5,40,100,-0.14354853412703755,0.0
10,2.5,45,10,-0.13665630291089814,0.0
10,2.5,45,20,-0.13665630291089814,0.0
10,2.5,45,30,-0.13665630291089814,0.0
10,2.5,45,40,-0.13665630291089814,0.0
10,2.5,45,50,-0.13665630291089814,0.0
10,2.5,45,60,-0.13665630291089814,0.0
10,2.5,45,70,-0.13665630291089814,0.0
10,2.5,45,80,-0.13665630291089814,0.0
10,2.5,45,90,-0.13665630291089814,0.0
10,2.5,45,100,-0.13289303119641688,0.0
10,2.5,50,10,-0.13665630291089814,0.0
10,2.5,50,20,-0.13665630291089814,0.0
10,2.5,50,30,-0.13665630291089814,0.0
10,2.5,50,40,-0.13665630291089814,0.0
10,2.5,50,50,-0.13665630291089814,0.0
10,2.5,50,60,-0.13665630291089814,0.0
10,2.5,50,70,-0.13665630291089814,0.0
10,2.5,50,80,-0.13665630291089814,0.0
10,2.5,50,90,-0.13665630291089814,0.0
10,2.5,50,100,-0.13289303119641688,0.0
10,3.0,10,10,0.0,0.0
10,3.0,10,20,0.0,0.0
10,3.0,10,30,0.0,0.0
10,3.0,10,40,0.0,0.0
10,3.0,10,50,0.0,0.0
10,3.0,10,60,0.0,0.0
10,3.0,10,70,0.0,0.0
10,3.0,10,80,0.0,0.0
10,3.0,10,90,0.0,0.0
10,3.0,10,100,0.0,0.0
10,3.0,15,10,0.0,0.0
10,3.0,15,20,0.0,0.0
10,3.0,15,30,0.0,0.0
10,3.0,15,40,0.0,0.0
10,3.0,15,50,0.0,0.0
10,3.0,15,60,0.0,0.0
10,3.0,15,70,0.0,0.0
10,3.0,15,80,0.0,0.0
10,3.0,15,90,0.0,0.0
10,3.0,15,100,0.0,0.0
10,3.0,20,10,0.0,0.0
10,3.0,20,20,0.0,0.0
10,3.0,20,30,0.0,0.0
10,3.0,20,40,0.0,0.0
10,3.0,20,50,0.0,0.0
10,3.0,20,60,0.0,0.0
10,3.0,20,70,0.0,0.0
10,3.0,20,80,0.0,0.0
10,3.0,20,90,0.0,0.0
10,3.0,20,100,0.0,0.0
10,3.0,25,10,0.0,0.0
10,3.0,25,20,0.0,0.0
10,3.0,25,30,0.0,0.0
10,3.0,25,40,0.0,0.0
10,3.0,25,50,0.0,0.0
10,3.0,25,60,0.0,0.0
10,3.0,25,70,0.0,0.0
10,3.0,25,80,0.0,0.0
10,3.0,25,90,0.0,0.0
10,3.0,25,100,0.0,0.0
10,3.0,30,10,0.0,0.0
10,3.0,30,20,0.0,0.0
10,3.0,30,30,0.0,0.0
10,3.0,30,40,0.0,0.0
10,3.0,30,50,0.0,0.0
10,3.0,30,60,0.0,0.0
10,3.0,30,70,0.0,0.0
10,3.0,30,80,0.0,0.0
10,3.0,30,90,0.0,0.0
10,3.0,30,100,0.0,0.0
10,3.0,35,10,0.0,0.0
10,3.0,35,20,0.0,0.0
10,3.0,35,30,0.0,0.0
10,3.0,35,40,0.0,0.0
10,3.0,35,50,0.0,0.0
10,3.0,35,60,0.0,0.0
10,3.0,35,70,0.0,0.0
10,3.0,35,80,0.0,0.0
10,3.0,35,90,0.0,0.0
10,3.0,35,100,0.0,0.0
10,3.0,40,10,0.0,0.0
10,3.0,40,20,0.0,0.0
10,3.0,40,30,0.0,0.0
10,3.0,40,40,0.0,0.0
10,3.0,40,50,0.0,0.0
10,3.0,40,60,0.0,0.0
10,3.0,40,70,0.0,0.0
10,3.0,40,80,0.0,0.0
10,3.0,40,90,0.0,0.0
10,3.0,40,100,0.0,0.0
10,3.0,45,10,0.0,0.0
10,3.0,45,20,0.0,0.0
10,3.0,45,30,0.0,0.0
10,3.0,45,40,0.0,0.0
10,3.0,45,50,0.0,0.0
10,3.0,45,60,0.0,0.0
10,3.0,45,70,0.0,0.0
10,3.0,45,80,0.0,0.0
10,3.0,45,90,0.0,0.0
10,3.0,45,100,0.0,0.0
10,3.0,50,10,0.0,0.0
10,3.0,50,20,0.0,0.0
10,3.0,50,30,0.0,0.0
10,3.0,50,40,0.0,0.0
10,3.0,50,50,0.0,0.0
10,3.0,50,60,0.0,0.0
10,3.0,50,70,0.0,0.0
10,3.0,50,80,0.0,0.0
10,3.0,50,90,0.0,0.0
10,3.0,50,100,0.0,0.0
15,1.0,10,10,-0.09219689157415668,0.02127659574468085
15,1.0,10,20,0.04244262255934615,0.022727272727272728
15,1.0,10,30,-0.0020422089348445297,0.03571428571428571
15,1.0,10,40,-0.31887743236685673,0.0
15,1.0,10,50,0.03472063333514646,0.0
15,1.0,10,60,0.015770112759035327,0.0
15,1.0,10,70,0.023527010525132817,0.0
15,1.0,10,80,0.015565032069272153,0.0
15,1.0,10,90,-0.12474971384355328,0.0625
15,1.0,10,100,-0.15711955308774378,0.0
15,1.0,15,10,-0.3817653177205416,0.0
15,1.0,15,20,-0.4307310619580322,0.0
15,1.0,15,30,-0.29386678687088374,0.0
15,1.0,15,40,-0.3783700686040399,0.0
15,1.0,15,50,-0.007231257693183215,0.0
15,1.0,15,60,0.08782115536147624,0.0
15,1.0,15,70,-0.008300613003250934,0.0
15,1.0,15,80,-0.08683113296461682,0.0
15,1.0,15,90,-0.1563010225828965,0.0
15,1.0,15,100,-0.09788994965562706,0.0
15,1.0,20,10,-0.08955285236996084,0.0
15,1.0,20,20,-0.08955285236996084,0.0
15,1.0,20,30,-0.16315065625339484,0.0
15,1.0,20,40,-0.11140876631404827,0.0
15,1.0,20,50,0.17867895089497857,0.0
15,1.0,20,60,0.16318716374625486,0.0
15,1.0,20,70,0.03925887659560394,0.0
15,1.0,20,80,-0.015515528954613668,0.0
15,1.0,20,90,0.15835058179696013,0.0
15,1.0,20,100,0.024775017058792582,0.0
15,1.0,25,10,0.022377054093521778,0.0
15,1.0,25,20,0.022377054093521778,0.0
15,1.0,25,30,0.039233842783633614,0.0
15,1.0,25,40,-0.02227736105012518,0.0
15,1.0,25,50,0.1467783588872342,0.0
15,1.0,25,60,0.18267434748733383,0.0
15,1.0,25,70,0.045726816350337686,0.0
15,1.0,25,80,-0.015515528954613668,0.0
15,1.0,25,90,0.0636099675621185,0.0
15,1.0,25,100,-0.05904055319633444,0.0
15,1.0,30,10,-0.0741952376048562,0.0
15,1.0,30,20,-0.0741952376048562,0.0
15,1.0,30,30,-0.0741952376048562,0.0
15,1.0,30,40,-0.09701965989970304,0.0
15,1.0,30,50,0.24361037143597375,0.0
15,1.0,30,60,0.20805729406734996,0.0
15,1.0,30,70,-0.009873164295711225,0.0
15,1.0,30,80,-0.0678593310648978,0.0
15,1.0,30,90,0.0426631975340104,0.0
15,1.0,30,100,-0.025773437807032073,0.0
15,1.0,35,10,0.2538532864625803,0.0
15,1.0,35,20,0.2538532864625803,0.0
15,1.0,35,30,0.2538532864625803,0.0
15,1.0,35,40,0.28835267545941945,0.0
15,1.0,35,50,0.5320241976394461,0.0
15,1.0,35,60,0.4049628829451802,0.0
15,1.0,35,70,0.021465437763185158,0.0
15,1.0,35,80,0.06984752249188483,0.0
15,1.0,35,90,0.1966977472934297,0.0
15,1.0,35,100,0.14951663385851327,0.0
15,1.0,40,10,0.7049267741328544,0.0
15,1.0,40,20,0.7049267741328544,0.0
15,1.0,40,30,0.7049267741328544,0.0
15,1.0,40,40,0.7049267741328544,0.0
15,1.0,40,50,0.6562819491734388,0.0
15,1.0,40,60,0.3369180310234093,0.0
15,1.0,40,70,-0.09461942714622734,0.0
15,1.0,40,80,-0.01876796411335187,0.0
15,1.0,40,90,0.1966977472934297,0.0
15,1.0,40,100,0.14951663385851327,0.0
15,1.0,45,10,0.2117273267362553,0.0
15,1.0,45,20,0.2117273267362553,0.0
15,1.0,45,30,0.2117273267362553,0.0
15,1.0,45,40,0.2117273267362553,0.0
15,1.0,45,50,0.23919939069173124,0.0
15,1.0,45,60,0.2547482398574207,0.0
15,1.0,45,70,0.011618062759123374,0.0
15,1.0,45,80,0.034345036805088,0.0
15,1.0,45,90,0.23493648411221318,0.0
15,1.0,45,100,0.254938942999034,0.0
15,1.0,50,10,-0.4678187480580437,0.0
15,1.0,50,20,-0.4678187480580437,0.0
15,1.0,50,30,-0.4678187480580437,0.0
15,1.0,50,40,-0.4678187480580437,0.0
15,1.0,50,50,-0.4678187480580437,0.0
15,1.0,50,60,-0.48361959769313034,0.0
15,1.0,50,70,-0.5568902559745341,0.0
15,1.0,50,80,-0.45953592089226286,0.0
15,1.0,50,90,-0.3062266514229343,0.0
15,1.0,50,100,-0.35646231247865157,0.0
15,1.5,10,10,0.2919364012922796,0.0
15,1.5,10,20,0.2919364012922796,0.0
15,1.5,10,30,0.4500907437562656,0.0
15,1.5,10,40,-0.06637933196199204,0.0
15,1.5,10,50,0.13608237912894086,0.0
15,1.5,10,60,-0.08742899837272974,0.0
15,1.5,10,70,0.06483161878004878,0.0
15,1.5,10,80,0.0034776650841155062,0.0
15,1.5,10,90,-0.09360315516036474,0.0
15,1.5,10,100,0.08169594878315317,0.0
15,1.5,15,10,-0.20830620623080554,0.0
15,1.5,15,20,-0.20830620623080554,0.0
15,1.5,15,30,-0.025647783929335977,0.0
15,1.5,15,40,-0.13585444107193484,0.0
15,1.5,15,50,0.12083407004020046,0.0
15,1.5,15,60,-0.08742899837272974,0.0
15,1.5,15,70,0.009186991172915927,0.0
15,1.5,15,80,-0.05450063515927456,0.0
15,1.5,15,90,-0.13640712603421148,0.0
15,1.5,15,100,0.09381112779154986,0.0
15,1.5,20,10,0.09020794670245814,0.0
15,1.5,20,20,0.09020794670245814,0.0
15,1.5,20,30,0.025685140261208775,0.0
15,1.5,20,40,0.08400928132411621,0.0
15,1.5,20,50,0.026918178570763486,0.0
15,1.5,20,60,0.1242229795434403,0.0
15,1.5,20,70,0.2659767240139595,0.0
15,1.5,20,80,0.25943066538244164,0.0
15,1.5,20,90,0.15129286070218367,0.0
15,1.5,20,100,0.1130300260384783,0.0
15,1.5,25,10,0.12754605809949546,0.0
15,1.5,25,20,0.12754605809949546,0.0
15,1.5,25,30,0.10699948476940312,0.0
15,1.5,25,40,0.11806736112249128,0.0
15,1.5,25,50,0.013764482611291897,0.0
15,1.5,25,60,0.10982291576801193,0.0
15,1.5,25,70,0.15722100254068064,0.0
15,1.5,25,80,0.2015916727545773,0.0
15,1.5,25,90,0.11357631609736296,0.0
15,1.5,25,100,-0.02684413605286997,0.0
15,1.5,30,10,-0.0598595322758442,0.0
15,1.5,30,20,-0.0598595322758442,0.0
15,1.5,30,30,-0.0598595322758442,0.0
15,1.5,30,40,-0.09087733332297006,0.0
15,1.5,30,50,0.04866202182345054,0.0
15,1.5,30,60,0.3180095026104832,0.0
15,1.5,30,70,0.15722100254068064,0.0
15,1.5,30,80,0.24407330037852734,0.0
15,1.5,30,90,0.15294620810306467,0.0
15,1.5,30,100,0.007561266355997456,0.0
15,1.5,35,10,0.05644883219452398,0.0
15,1.5,35,20,0.05644883219452398,0.0
15,1.5,35,30,0.05644883219452398,0.0
15,1.5,35,40,0.05644883219452398,0.0
15,1.5,35,50,0.12411244429401486,0.0
15,1.5,35,60,0.3108164570154697,0.0
15,1.5,35,70,0.1351312546071805,0.0
15,1.5,35,80,0.3840556527909512,0.0
15,1.5,35,90,0.16949223446733086,0.0
15,1.5,35,100,0.06361161865209833,0.0
15,1.5,40,10,0.5761059903875491,0.0
15,1.5,40,20,0.5761059903875491,0.0
15,1.5,40,30,0.5761059903875491,0.0
15,1.5,40,40,0.5761059903875491,0.0
15,1.5,40,50,0.6770526913647624,0.0
15,1.5,40,60,0.4777596708787314,0.0
15,1.5,40,70,0.19977799136658797,0.0
15,1.5,40,80,0.46287885590794275,0.0
15,1.5,40,90,0.24265231818805477,0.0
15,1.5,40,100,0.13014811438382384,0.0
